col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,Date_Occurred,Division,col_10,Wday_Wnd,Incident_Type,Incident_Count
row-fsev~7un7-j6n2,00000000-0000-0000-BBFC-191526EC600F,0,1737737453,,1737737453,,{ },2020-01-01T00:00:00,B DIVISION,L,1,Signals,1
row-2nkv_7k8e_j3t4,00000000-0000-0000-96E2-D560C3E2E603,0,1737737453,,1737737453,,{ },2020-01-01T00:00:00,B DIVISION,N,1,Subway Car,1
row-5hpi-rjny~feix,00000000-0000-0000-88E0-894EE904CD14,0,1737737453,,1737737453,,{ },2020-01-01T00:00:00,B DIVISION,N,1,Track,1
row-zpvq_gys6_5cj2,00000000-0000-0000-8BD5-3BB071C98E7F,0,1737737453,,1737737453,,{ },2020-01-01T00:00:00,B DIVISION,N,2,Other,1
row-235u_ut8z~7kx7,00000000-0000-0000-C3E0-A0D56123E567,0,1737737453,,1737737453,,{ },2020-01-01T00:00:00,B DIVISION,R,1,Other,2
row-kgrt-54y4-vqyq,00000000-0000-0000-0E20-F6E66B523C57,0,1737737453,,1737737453,,{ },2020-01-01T00:00:00,B DIVISION,R,1,Signals,2
row-uf7v~yrib-2t68,00000000-0000-0000-110E-C2A9882E74FF,0,1737737453,,1737737453,,{ },2020-01-01T00:00:00,B DIVISION,R,1,Track,1
row-jk3k~bvma.tzur,00000000-0000-0000-7F44-10A12E526200,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,1,1,Signals,2
row-4m5m.4qic.c8sz,00000000-0000-0000-039A-7C9715F846B2,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,2,1,Other,1
row-s27j-rt2u~e75r,00000000-0000-0000-6427-D5E7D0DCD884,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,2,2,Other,1
row-am6f_3jyp-bdx2,00000000-0000-0000-EF2F-849788322D56,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,3,1,Signals,1
row-e7td-kdyr_bxnu,00000000-0000-0000-3E41-BFB3DC05E586,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
row-5fqq~tqiv-i63g,00000000-0000-0000-8974-6F3043D07087,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,4,1,Subway Car,1
row-jn87~qp7m_be2f,00000000-0000-0000-A441-DBFD5BB7C0E7,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,4,1,Track,1
row-r6rh_qwgt.6jth,00000000-0000-0000-962D-B54047828AB6,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,5,1,Persons on Trackbed/Police/Medical,3
row-hucf.hgqh~q7pu,00000000-0000-0000-444F-9BADBDF41A5A,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,5,1,Track,1
row-xdj6-kxn8-9z8e,00000000-0000-0000-C6EE-6DF2412F5E03,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
row-k4nw-9x8q.wvjg,00000000-0000-0000-AF8E-E3E0AA259E19,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,6,1,Signals,1
row-6vke_d5w9-dhs4,00000000-0000-0000-020D-6E4EB0AEDBEF,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
row-5u8b.i543-86iy,00000000-0000-0000-7A2C-1B19282849A7,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,A DIVISION,7,2,Signals,1
row-dkd4-mvg5_t7ir,00000000-0000-0000-5C21-D2456704844B,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,A,2,Track,1
row-cp3n~2j29_c6hb,00000000-0000-0000-0FC6-D74A6C8D915F,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,B,1,Signals,1
row-xrq8.deei~ut76,00000000-0000-0000-39D1-A6FEC61D434A,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
row-hc64.hzt7~t9ni,00000000-0000-0000-2765-F98F6A26709E,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,E,1,Signals,2
row-aifx~tign~exg4,00000000-0000-0000-6E0D-12B8EAB1C767,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,E,2,Persons on Trackbed/Police/Medical,1
row-b2if_guji-fccg,00000000-0000-0000-2351-D26420AEE878,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,F,1,Signals,1
row-fx4t-2xxh-pehi,00000000-0000-0000-4F8A-764C715048D6,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,F,1,Stations and Structure,1
row-d4qq_2by6.hfay,00000000-0000-0000-2119-2EA336626960,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,F,1,Track,1
row-cda3~6e9d-wcsi,00000000-0000-0000-0A50-7AB64A50D992,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,JZ,1,Other,1
row-am8x~dwnz~fhs9,00000000-0000-0000-046E-9F3FF684804C,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,L,1,Signals,2
row-yh6y-q8vz-ev55,00000000-0000-0000-3B84-714107E58CE9,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,M,1,Subway Car,1
row-c8ub.2f4f~4cvi,00000000-0000-0000-7E54-FF21B9047BBC,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
row-cxwy.8kg2-92hg,00000000-0000-0000-34E5-9EBBC1C0EB86,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,N,1,Signals,1
row-vdw5_26iv_h9xr,00000000-0000-0000-414A-C5F7317F61B4,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,Q,1,Other,2
row-enpq.gbui-rhvc,00000000-0000-0000-8C22-B2FFB6F6D5A6,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
row-mate~9dmi~s35z,00000000-0000-0000-AD49-481623B3CCEB,0,1737737453,,1737737453,,{ },2020-02-01T00:00:00,B DIVISION,Q,1,Track,1
row-dxqm-waw5~adk7,00000000-0000-0000-CD2B-FF1DB31B1DEB,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
row-nsph_aph4_qg6p,00000000-0000-0000-9195-DB44D5D38329,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,A DIVISION,2,1,Signals,1
row-wzwa~9hrk_dsxs,00000000-0000-0000-716E-59796B8D204C,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,A DIVISION,4,1,Track,1
row-jqhb.quj7.sj36,00000000-0000-0000-B066-B5F34C6AD8E0,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
row-zp93.gp2d_pq32,00000000-0000-0000-A921-C65F009A2A04,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
row-zzzk.385m.uq52,00000000-0000-0000-A7B4-E5CB97552E5D,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
row-miy3~ziwz~sswf,00000000-0000-0000-33C2-B05EA7844FBD,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,E,1,Track,1
row-m349-qdcn_vd7g,00000000-0000-0000-A040-E56061EE94B9,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,F,1,Signals,1
row-2ffd.b5ev-nmfc,00000000-0000-0000-4EA0-9E05179BFC89,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,JZ,1,Persons on Trackbed/Police/Medical,1
row-mrqy.pzgd~je3q,00000000-0000-0000-81A6-598485BAB6AD,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,L,1,Other,2
row-ep33_s955-hmed,00000000-0000-0000-5A28-B7AD031DBEEC,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
row-p9gd.mzgn.mpbh,00000000-0000-0000-C080-4CBD017C3487,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,L,1,Track,1
row-sbqh_jb9n_qb9h,00000000-0000-0000-B057-CEC7E99B87AC,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
row-kxws-dkv8~diw2,00000000-0000-0000-6CC8-4F8BD4F9651D,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,M,1,Track,1
row-fveh~2dsx~h2qa,00000000-0000-0000-9444-6525AFBFBA0E,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,N,1,Subway Car,1
row-rtwb~rrit_c7zq,00000000-0000-0000-4666-9BBF0E568363,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,N,1,Track,1
row-e7b3~ecc4_k654,00000000-0000-0000-42CB-67AFDF1091A6,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,Q,1,Other,2
row-9jvg-nx4t~j955,00000000-0000-0000-CE8D-93E7F98C5C57,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,Q,1,Signals,1
row-yqdb_txvm.uubh,00000000-0000-0000-B266-77127F4C2A6F,0,1737737453,,1737737453,,{ },2020-03-01T00:00:00,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
row-y2sh_85rj_sjqp,00000000-0000-0000-288B-CA52D52C2CB2,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,A DIVISION,2,2,Signals,1
row-zgrc-x5z4~n7wz,00000000-0000-0000-B83E-B317E228743F,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,A DIVISION,6,1,Other,1
row-ed76_y57y_p8p6,00000000-0000-0000-7EF5-84ECFA2B355C,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,A DIVISION,6,2,Other,1
row-wrp2-hyvf.nsgq,00000000-0000-0000-663C-3CD154C9FA78,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,A DIVISION,7,1,Other,3
row-e5st-gtd8.q8r9,00000000-0000-0000-6516-7FDECC02BE34,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,A DIVISION,7,2,Other,1
row-hp96~jbcj-93q6,00000000-0000-0000-9E11-C44CF131FE84,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,B DIVISION,D,2,Other,2
row-h3bv-kfqb~24ze,00000000-0000-0000-F9A3-01A2240D3EE8,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,B DIVISION,F,1,Other,1
row-93p6.vc5x~xzzh,00000000-0000-0000-1A7D-19A24BE20D6E,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,B DIVISION,G,1,Other,3
row-imdd~x68i~sss8,00000000-0000-0000-0733-90E1DB082040,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,B DIVISION,G,2,Other,1
row-js88.jidm-yig6,00000000-0000-0000-193F-C15EDB776D72,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,B DIVISION,JZ,2,Other,2
row-qcbm.edtn_s84q,00000000-0000-0000-7CD7-5B288AABDFA8,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
row-fvtw~h9c7_ap7g,00000000-0000-0000-8536-190D0FB39A4A,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,B DIVISION,M,2,Other,1
row-ibjv.zbps~33ep,00000000-0000-0000-CE7C-4448BFE12466,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,B DIVISION,N,1,Other,1
row-29r4_r542~kkc4,00000000-0000-0000-ED5C-41A2A8CA0AE3,0,1737737453,,1737737453,,{ },2020-04-01T00:00:00,B DIVISION,R,1,Other,1
row-4ij9.6pkz.3mxu,00000000-0000-0000-AA01-C835EB656006,0,1737737453,,1737737453,,{ },2020-05-01T00:00:00,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
row-xag3~apgj-58y8,00000000-0000-0000-9199-96BE291BE9EA,0,1737737453,,1737737453,,{ },2020-05-01T00:00:00,A DIVISION,2,1,Signals,1
row-anaq~5in8.kvwa,00000000-0000-0000-580D-60A39F028DC1,0,1737737453,,1737737453,,{ },2020-05-01T00:00:00,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
row-7xdy-a3gb-2au5,00000000-0000-0000-1F10-BF1EB2D98B42,0,1737737453,,1737737453,,{ },2020-05-01T00:00:00,B DIVISION,L,2,Persons on Trackbed/Police/Medical,1
row-pa88~ezt2_dqdp,00000000-0000-0000-DE45-EAFC2ADF7D70,0,1737737453,,1737737453,,{ },2020-05-01T00:00:00,B DIVISION,R,2,Persons on Trackbed/Police/Medical,1
row-mpmr-gvfq~tdfz,00000000-0000-0000-0586-7448BA7213D4,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,A DIVISION,3,1,Signals,1
row-pv4s_f7y3.iq57,00000000-0000-0000-F472-66FED086329B,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,A DIVISION,4,1,Signals,1
row-stxz.g79c_es5m,00000000-0000-0000-E943-6267D51F7173,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,A DIVISION,4,1,Subway Car,1
row-54kf_7tqr-xmt4,00000000-0000-0000-CC69-16208295D37B,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,A DIVISION,4,1,Track,1
row-wpe3.hdc6~hth5,00000000-0000-0000-7DB9-5FE2FCB8ED1A,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
row-p98a_9nje.8gcs,00000000-0000-0000-1CDE-B89DEA083DB8,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,A DIVISION,7,1,Stations and Structure,1
row-e26f.bq7j-vi4e,00000000-0000-0000-BDCD-16659DB42B49,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,A,1,Signals,1
row-i4qj~ghuh-x7ft,00000000-0000-0000-88C6-5248F9ECA5BB,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,A,1,Subway Car,1
row-drb6-7tj3_enqw,00000000-0000-0000-D723-8A479D8A82D5,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
row-ivmx-bkvw.52t6,00000000-0000-0000-0667-7A870C8657C6,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
row-dpev-x4gv~ja46,00000000-0000-0000-E69F-722D5B31F894,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,G,1,Signals,1
row-nt8i_pxj2.2p54,00000000-0000-0000-BEEC-318EC5246477,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,N,1,Signals,1
row-2sz2.5g8a.p3vw,00000000-0000-0000-6D18-CF5A555709DD,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,N,1,Stations and Structure,1
row-eyew_sc2b~ah8k,00000000-0000-0000-F3FB-BD9B62AE57F0,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,N,1,Subway Car,2
row-26hk-zxee.9sf4,00000000-0000-0000-663B-FF58D6A4DB80,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,N,1,Track,1
row-bg62-njuk-n5mf,00000000-0000-0000-ED74-EFCAA97D7091,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
row-vgx4_c4st_hve4,00000000-0000-0000-8D89-95BCE210D76D,0,1737737453,,1737737453,,{ },2020-06-01T00:00:00,B DIVISION,R,1,Subway Car,1
row-b5wg~h5pb.cv49,00000000-0000-0000-D449-236D1470B0AC,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,1,1,Other,1
row-mc9d_c38v~mb7y,00000000-0000-0000-91EE-873913F7663A,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,1,1,Signals,1
row-u2ew-j5sd_e2ry,00000000-0000-0000-1AFB-16D24670D685,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,1,1,Stations and Structure,1
row-sk7i~y389~ve5f,00000000-0000-0000-D83C-BC749766BBB6,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,2,1,Subway Car,1
row-7mfe.w7z7~mmgw,00000000-0000-0000-276B-75B3F9609CDB,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
row-3w3p~bxyq-2q25,00000000-0000-0000-1F96-A5DD933C53B6,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,3,1,Persons on Trackbed/Police/Medical,2
row-4ex3.wh6n.b5gn,00000000-0000-0000-C3B9-DE7ACD1E1307,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
row-xg3z_2494_2ba3,00000000-0000-0000-0B20-323FFFFA5C87,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
row-6qx3.59xc~vfgv,00000000-0000-0000-5961-AFC49EF3151D,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,4,1,Subway Car,1
row-yrzn-s353~7d25,00000000-0000-0000-27B2-1790C06B6C6E,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,4,2,Track,1
row-tdvj-4zdg~jcrw,00000000-0000-0000-C092-42383EE52865,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
row-6c38~b2yf-vg5k,00000000-0000-0000-DED0-4D0B929E8409,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,5,1,Subway Car,1
row-zygn~4jcp~a88i,00000000-0000-0000-D999-9010CA54CC09,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
row-y4zb_gwzn_y3kg,00000000-0000-0000-481E-130F07775A2A,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,6,1,Signals,2
row-8d95.gnqb-ndgv,00000000-0000-0000-9BCA-F5D3E203D142,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,6,1,Track,1
row-e4s8_a2nm_58hh,00000000-0000-0000-33CA-800333CC66FB,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,A DIVISION,7,1,Subway Car,1
row-32w2~hsnc.bvcn,00000000-0000-0000-BAD5-718508154527,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,A,1,Signals,1
row-grhk-yxjz.hhhi,00000000-0000-0000-B8FE-13C6F051C7CA,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,B,1,Signals,1
row-u2zh_y5sq.2x8w,00000000-0000-0000-0E60-F98CA4C00622,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
row-zfy6.gpmt.2tie,00000000-0000-0000-FAA1-5A388AB1D73C,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,C,2,Signals,1
row-ikxz_jehm_srwd,00000000-0000-0000-D86A-B4E4D4CAAF5E,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,D,1,Track,1
row-xwrf_97pg_3wr9,00000000-0000-0000-ED7C-EC67F8A2C78B,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,D,2,Signals,1
row-353s_z9yc-y7cw,00000000-0000-0000-3088-49F134E29174,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
row-haxq_9dah.fvdy,00000000-0000-0000-758E-34C248488B47,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,E,1,Signals,2
row-ug9j~8tfg-t9sc,00000000-0000-0000-B457-E06077B118DF,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,E,1,Track,2
row-zdnz.mywj_jwjs,00000000-0000-0000-4B85-D455C9C56352,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
row-fn3j_24dz.gd4c,00000000-0000-0000-02CC-0D000A77206D,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
row-xxcc~ccc8.5aey,00000000-0000-0000-A827-595C52198458,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,L,1,Signals,1
row-2jc7_rhgv.fvru,00000000-0000-0000-4F43-4EEF09B9654E,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,L,2,Signals,1
row-dzp5~megz.vhpp,00000000-0000-0000-4704-35DAE1179FAF,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,N,1,Persons on Trackbed/Police/Medical,2
row-sc2u-6spx.qxfi,00000000-0000-0000-BFB1-C4B1B232B93D,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,N,1,Signals,1
row-g5wx~zbsa_t2y6,00000000-0000-0000-150E-4335CFE914AB,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,N,1,Track,3
row-qa4e~8i8b~9vgb,00000000-0000-0000-146A-171825490E28,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
row-nzdm~hzez~r42u,00000000-0000-0000-B10B-84357CBF4FCC,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
row-d7eq-xma7-sqeu,00000000-0000-0000-D426-704F7EECC474,0,1737737453,,1737737453,,{ },2020-07-01T00:00:00,B DIVISION,R,1,Signals,1
row-yic8~euk7.twfn,00000000-0000-0000-D9D9-86853B1C134B,0,1737737453,,1737737453,,{ },2020-08-01T00:00:00,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
row-2w3p-9epa~92ji,00000000-0000-0000-BB0F-86A914D57DE5,0,1737737453,,1737737453,,{ },2020-08-01T00:00:00,A DIVISION,2,1,Signals,2
row-g2sj-ssvp~tps9,00000000-0000-0000-2248-C3C64ECF5995,0,1737737453,,1737737453,,{ },2020-08-01T00:00:00,A DIVISION,2,1,Subway Car,1
